Brand,Rating,Fuel,Horsepower,Transmission,Horsepower_norm
Audi,4.8,Diesel,200.0,Automatic,0.3091190108191654
Audi,4.371098041897468,Diesel,208.0,Automatic,0.321483771251932
Audi,4.5,Diesel,444.0,Automatic,0.6862442040185471
Audi,4.3,Diesel,360.0,Automatic,0.5564142194744977
Audi,4.4,Diesel,285.0,Automatic,0.44049459041731065
Audi,4.7,Diesel,265.0,Automatic,0.4095826893353941
Audi,4.7,Diesel,333.0,Automatic,0.5146831530139103
Audi,5.0,Diesel,260.0,Automatic,0.401854714064915
Audi,5.0,Diesel,100.0,Automatic,0.1545595054095827
Audi,4.3,Diesel,350.0,Automatic,0.5409582689335394
Audi,4.8,Diesel,157.0,Automatic,0.2426584234930448
Audi,4.5,Diesel,210.0,Automatic,0.32457496136012365
Audi,4.8,Diesel,169.0,Automatic,0.26120556414219476
Audi,4.371098041897468,Diesel,135.0,Automatic,0.20865533230293662
Audi,4.7,Diesel,210.0,Automatic,0.32457496136012365
Audi,4.9,Diesel,320.0,Automatic,0.4945904173106646
Audi,4.371098041897468,Diesel,127.0,Automatic,0.19629057187017002
Audi,4.2,Diesel,142.0,Automatic,0.21947449768160743
Audi,5.0,Diesel,195.0,Automatic,0.30139103554868624
Audi,4.6,Diesel,260.0,Automatic,0.401854714064915
Audi,4.4,Diesel,142.0,Automatic,0.21947449768160743
Audi,4.7,Diesel,190.0,Automatic,0.2936630602782071
Audi,4.7,Diesel,193.0,Automatic,0.2982998454404946
Audi,4.8,Diesel,205.0,Automatic,0.3168469860896445
Audi,5.0,Diesel,194.0,Automatic,0.29984544049459044
Audi,4.6,Diesel,231.0,Automatic,0.357032457496136
Audi,4.371098041897468,Diesel,210.0,Automatic,0.32457496136012365
Audi,4.371098041897468,Diesel,523.0,Automatic,0.8083462132921174
Audi,4.6,Diesel,195.0,Automatic,0.30139103554868624
Audi,4.9,Diesel,195.0,Automatic,0.30139103554868624
Audi,4.371098041897468,Diesel,195.0,Automatic,0.30139103554868624
Audi,4.7,Diesel,195.0,Automatic,0.30139103554868624
Audi,4.5,Diesel,195.0,Automatic,0.30139103554868624
Audi,4.8,Petrol,172.0,Automatic,0.26584234930448225
Audi,4.7,Petrol,180.0,Automatic,0.2782071097372488
Audi,4.5,Petrol,296.0,Automatic,0.4574961360123648
Audi,4.2,Petrol,150.0,Automatic,0.23183925811437403
Audi,4.9,Petrol,190.0,Automatic,0.2936630602782071
Audi,4.8,Petrol,350.0,Automatic,0.5409582689335394
Audi,4.9,Petrol,228.0,Automatic,0.35239567233384855
Audi,4.371098041897468,Petrol,288.0,Automatic,0.44513137557959814
Audi,4.371098041897468,Petrol,184.0,Automatic,0.28438948995363217
Audi,4.371098041897468,Petrol,300.0,Automatic,0.46367851622874806
Audi,4.9,Petrol,165.0,Automatic,0.2550231839258114
Audi,4.9,Petrol,143.0,Automatic,0.22102009273570325
Audi,4.7,Petrol,139.0,Automatic,0.21483771251931993
Audi,4.4,Petrol,128.0,Automatic,0.19783616692426584
Audi,4.371098041897468,Petrol,165.0,Automatic,0.2550231839258114
Audi,4.4,Petrol,215.0,Automatic,0.3323029366306028
Audi,4.9,Petrol,160.0,Automatic,0.2472952086553323
Audi,4.7,Petrol,127.0,Automatic,0.19629057187017002
Audi,4.8,Petrol,300.0,Automatic,0.46367851622874806
Audi,4.1,Petrol,195.0,Automatic,0.30139103554868624
Audi,4.5,Petrol,155.0,Automatic,0.23956723338485317
Audi,4.8,Petrol,119.0,Automatic,0.1839258114374034
Audi,4.7,Petrol,300.0,Automatic,0.46367851622874806
Audi,4.9,Petrol,295.0,Automatic,0.4559505409582689
Audi,4.7,Petrol,215.0,Automatic,0.3323029366306028
Audi,4.5,Petrol,300.0,Automatic,0.46367851622874806
Audi,4.4,Petrol,115.0,Automatic,0.1777434312210201
Audi,4.6,Petrol,138.0,Automatic,0.2132921174652241
Audi,4.7,Petrol,155.0,Automatic,0.23956723338485317
Audi,4.7,Petrol,150.0,Automatic,0.23183925811437403
Audi,4.8,Petrol,130.0,Automatic,0.2009273570324575
Audi,4.2,Petrol,125.0,Automatic,0.19319938176197837
Audi,4.7,Petrol,550.0,Automatic,0.8500772797527048
Audi,4.8,Petrol,155.0,Automatic,0.23956723338485317
Audi,4.7,Petrol,185.0,Automatic,0.28593508500772796
Audi,4.371098041897468,Petrol,301.0,Automatic,0.4652241112828439
Audi,4.8,Petrol,195.0,Automatic,0.30139103554868624
Audi,4.2,Petrol,335.0,Automatic,0.517774343122102
Audi,4.7,Petrol,161.0,Automatic,0.24884080370942813
Audi,4.8,Petrol,100.0,Automatic,0.1545595054095827
Audi,4.4,Petrol,200.0,Automatic,0.3091190108191654
Audi,4.3,Petrol,200.0,Automatic,0.3091190108191654
Audi,4.8,Petrol,261.0,Automatic,0.4034003091190108
Audi,5.0,Petrol,172.0,Automatic,0.26584234930448225
Audi,4.371098041897468,Petrol,401.0,Automatic,0.6197836166924265
Audi,4.3,Petrol,300.0,Automatic,0.46367851622874806
Audi,5.0,Petrol,250.0,Automatic,0.38639876352395675
Audi,4.7,Petrol,282.0,Automatic,0.43585780525502316
Audi,4.8,Petrol,175.0,Automatic,0.2704791344667697
Audi,4.371098041897468,Petrol,106.0,Automatic,0.16383307573415765
Audi,4.8,Petrol,200.0,Automatic,0.3091190108191654
Audi,4.371098041897468,Petrol,208.0,Automatic,0.321483771251932
Audi,4.5,Petrol,444.0,Automatic,0.6862442040185471
Audi,4.3,Petrol,360.0,Automatic,0.5564142194744977
Audi,4.4,Petrol,285.0,Automatic,0.44049459041731065
Audi,4.7,Petrol,265.0,Automatic,0.4095826893353941
Audi,4.7,Petrol,333.0,Automatic,0.5146831530139103
Audi,5.0,Petrol,260.0,Automatic,0.401854714064915
Audi,5.0,Petrol,100.0,Automatic,0.1545595054095827
Audi,4.3,Petrol,350.0,Automatic,0.5409582689335394
Audi,4.8,Petrol,157.0,Automatic,0.2426584234930448
Audi,4.5,Petrol,210.0,Automatic,0.32457496136012365
Audi,4.8,Petrol,169.0,Automatic,0.26120556414219476
Audi,4.371098041897468,Petrol,135.0,Automatic,0.20865533230293662
Audi,4.7,Petrol,210.0,Automatic,0.32457496136012365
Audi,4.9,Petrol,320.0,Automatic,0.4945904173106646
Audi,4.371098041897468,Petrol,127.0,Automatic,0.19629057187017002
Audi,4.2,Petrol,142.0,Automatic,0.21947449768160743
Audi,5.0,Petrol,195.0,Automatic,0.30139103554868624
Audi,4.6,Petrol,260.0,Automatic,0.401854714064915
Audi,4.4,Petrol,142.0,Automatic,0.21947449768160743
Audi,4.7,Petrol,190.0,Automatic,0.2936630602782071
Audi,4.7,Petrol,193.0,Automatic,0.2982998454404946
Audi,4.8,Petrol,205.0,Automatic,0.3168469860896445
Audi,5.0,Petrol,194.0,Automatic,0.29984544049459044
Audi,4.6,Petrol,231.0,Automatic,0.357032457496136
Audi,4.371098041897468,Petrol,210.0,Automatic,0.32457496136012365
Audi,4.371098041897468,Petrol,523.0,Automatic,0.8083462132921174
Audi,4.6,Petrol,195.0,Automatic,0.30139103554868624
Audi,4.9,Petrol,195.0,Automatic,0.30139103554868624
Audi,4.371098041897468,Petrol,195.0,Automatic,0.30139103554868624
Audi,4.7,Petrol,195.0,Automatic,0.30139103554868624
Audi,4.5,Petrol,195.0,Automatic,0.30139103554868624
Audi,4.8,Diesel,172.0,Manual,0.26584234930448225
Audi,4.7,Diesel,180.0,Manual,0.2782071097372488
Audi,4.5,Diesel,296.0,Manual,0.4574961360123648
Audi,4.2,Diesel,150.0,Manual,0.23183925811437403
Audi,4.9,Diesel,190.0,Manual,0.2936630602782071
Audi,4.8,Diesel,350.0,Manual,0.5409582689335394
Audi,4.9,Diesel,228.0,Manual,0.35239567233384855
Audi,4.371098041897468,Diesel,288.0,Manual,0.44513137557959814
Audi,4.371098041897468,Diesel,184.0,Manual,0.28438948995363217
Audi,4.371098041897468,Diesel,300.0,Manual,0.46367851622874806
Audi,4.9,Diesel,165.0,Manual,0.2550231839258114
Audi,4.9,Diesel,143.0,Manual,0.22102009273570325
Audi,4.7,Diesel,139.0,Manual,0.21483771251931993
Audi,4.4,Diesel,128.0,Manual,0.19783616692426584
Audi,4.371098041897468,Diesel,165.0,Manual,0.2550231839258114
Audi,4.4,Diesel,215.0,Manual,0.3323029366306028
Audi,4.9,Diesel,160.0,Manual,0.2472952086553323
Audi,4.7,Diesel,127.0,Manual,0.19629057187017002
Audi,4.8,Diesel,300.0,Manual,0.46367851622874806
Audi,4.1,Diesel,195.0,Manual,0.30139103554868624
Audi,4.5,Diesel,155.0,Manual,0.23956723338485317
Audi,4.8,Diesel,119.0,Manual,0.1839258114374034
Audi,4.7,Diesel,300.0,Manual,0.46367851622874806
Audi,4.9,Diesel,295.0,Manual,0.4559505409582689
Audi,4.7,Diesel,215.0,Manual,0.3323029366306028
Audi,4.5,Diesel,300.0,Manual,0.46367851622874806
Audi,4.4,Diesel,115.0,Manual,0.1777434312210201
Audi,4.6,Diesel,138.0,Manual,0.2132921174652241
Audi,4.7,Diesel,155.0,Manual,0.23956723338485317
Audi,4.7,Diesel,150.0,Manual,0.23183925811437403
Audi,4.8,Diesel,130.0,Manual,0.2009273570324575
Audi,4.2,Diesel,125.0,Manual,0.19319938176197837
Audi,4.7,Diesel,550.0,Manual,0.8500772797527048
Audi,4.8,Diesel,155.0,Manual,0.23956723338485317
Audi,4.7,Diesel,185.0,Manual,0.28593508500772796
Audi,4.371098041897468,Diesel,301.0,Manual,0.4652241112828439
Audi,4.8,Diesel,195.0,Manual,0.30139103554868624
Audi,4.2,Diesel,335.0,Manual,0.517774343122102
Audi,4.7,Diesel,161.0,Manual,0.24884080370942813
Audi,4.8,Diesel,100.0,Manual,0.1545595054095827
Audi,4.4,Diesel,200.0,Manual,0.3091190108191654
Audi,4.3,Diesel,200.0,Manual,0.3091190108191654
Audi,4.8,Diesel,261.0,Manual,0.4034003091190108
Audi,5.0,Diesel,172.0,Manual,0.26584234930448225
Audi,4.371098041897468,Diesel,401.0,Manual,0.6197836166924265
Audi,4.3,Diesel,300.0,Manual,0.46367851622874806
Audi,5.0,Diesel,250.0,Manual,0.38639876352395675
Audi,4.7,Diesel,282.0,Manual,0.43585780525502316
Audi,4.8,Diesel,175.0,Manual,0.2704791344667697
Audi,4.371098041897468,Diesel,106.0,Manual,0.16383307573415765
Audi,4.8,Diesel,200.0,Manual,0.3091190108191654
Audi,4.371098041897468,Diesel,208.0,Manual,0.321483771251932
Audi,4.5,Diesel,444.0,Manual,0.6862442040185471
Audi,4.3,Diesel,360.0,Manual,0.5564142194744977
Audi,4.4,Diesel,285.0,Manual,0.44049459041731065
Audi,4.7,Diesel,265.0,Manual,0.4095826893353941
Audi,4.7,Diesel,333.0,Manual,0.5146831530139103
Audi,5.0,Diesel,260.0,Manual,0.401854714064915
Audi,5.0,Diesel,100.0,Manual,0.1545595054095827
Audi,4.3,Diesel,350.0,Manual,0.5409582689335394
Audi,4.8,Diesel,157.0,Manual,0.2426584234930448
Audi,4.5,Diesel,210.0,Manual,0.32457496136012365
Audi,4.8,Diesel,169.0,Manual,0.26120556414219476
Audi,4.371098041897468,Diesel,135.0,Manual,0.20865533230293662
Audi,4.7,Diesel,210.0,Manual,0.32457496136012365
Audi,4.9,Diesel,320.0,Manual,0.4945904173106646
Audi,4.371098041897468,Diesel,127.0,Manual,0.19629057187017002
Audi,4.2,Diesel,142.0,Manual,0.21947449768160743
Audi,5.0,Diesel,195.0,Manual,0.30139103554868624
Audi,4.6,Diesel,260.0,Manual,0.401854714064915
Audi,4.4,Diesel,142.0,Manual,0.21947449768160743
Audi,4.7,Diesel,190.0,Manual,0.2936630602782071
Audi,4.7,Diesel,193.0,Manual,0.2982998454404946
Audi,4.8,Diesel,205.0,Manual,0.3168469860896445
Audi,5.0,Diesel,194.0,Manual,0.29984544049459044
Audi,4.6,Diesel,231.0,Manual,0.357032457496136
Audi,4.371098041897468,Diesel,210.0,Manual,0.32457496136012365
Audi,4.371098041897468,Diesel,523.0,Manual,0.8083462132921174
Audi,4.6,Diesel,195.0,Manual,0.30139103554868624
Audi,4.9,Diesel,195.0,Manual,0.30139103554868624
Audi,4.371098041897468,Diesel,195.0,Manual,0.30139103554868624
Audi,4.7,Diesel,195.0,Manual,0.30139103554868624
Audi,4.5,Diesel,195.0,Manual,0.30139103554868624
BMW,4.371098041897468,Diesel,195.0,Automatic,0.30139103554868624
BMW,4.371098041897468,Diesel,195.0,Manual,0.30139103554868624
Bmw,4.8,Diesel,92.0,Manual,0.14219474497681608
Bmw,5.0,Diesel,140.0,Manual,0.21638330757341576
Bmw,4.371098041897468,Diesel,280.0,Manual,0.4327666151468315
Bmw,4.7,Diesel,300.0,Manual,0.46367851622874806
Bmw,4.7,Diesel,195.0,Manual,0.30139103554868624
Bmw,4.8,Diesel,394.0,Manual,0.6089644513137558
Bmw,4.9,Diesel,360.0,Manual,0.5564142194744977
Bmw,4.9,Diesel,195.0,Manual,0.30139103554868624
Bmw,4.9,Diesel,276.0,Manual,0.4265842349304482
Bmw,4.7,Diesel,165.0,Manual,0.2550231839258114
Bmw,4.8,Diesel,140.0,Manual,0.21638330757341576
Bmw,4.9,Diesel,189.0,Manual,0.2921174652241113
Bmw,4.8,Diesel,172.0,Manual,0.26584234930448225
Bmw,4.7,Diesel,127.0,Manual,0.19629057187017002
Bmw,5.0,Diesel,185.0,Manual,0.28593508500772796
Bmw,4.7,Diesel,401.0,Manual,0.6197836166924265
Bmw,4.8,Diesel,190.0,Manual,0.2936630602782071
Bmw,4.6,Diesel,98.0,Manual,0.15146831530139104
Bmw,5.0,Diesel,340.0,Manual,0.5255023183925811
Bmw,4.7,Diesel,325.0,Manual,0.5023183925811437
Bmw,4.371098041897468,Diesel,340.0,Manual,0.5255023183925811
Bmw,4.4,Diesel,231.0,Manual,0.357032457496136
Bmw,4.5,Diesel,225.0,Manual,0.34775888717156106
Bmw,4.5,Diesel,308.0,Manual,0.4760432766615147
Bmw,4.6,Diesel,135.0,Manual,0.20865533230293662
Bmw,4.8,Diesel,282.0,Manual,0.43585780525502316
Bmw,4.7,Diesel,190.0,Manual,0.2936630602782071
Bmw,4.4,Diesel,420.0,Manual,0.6491499227202473
Bmw,4.8,Diesel,310.0,Manual,0.47913446676970634
Bmw,4.7,Diesel,200.0,Manual,0.3091190108191654
Bmw,4.6,Diesel,200.0,Manual,0.3091190108191654
Bmw,4.9,Diesel,210.0,Manual,0.32457496136012365
Bmw,4.9,Diesel,444.0,Manual,0.6862442040185471
Bmw,4.4,Diesel,120.0,Manual,0.18547140649149924
Bmw,4.371098041897468,Diesel,210.0,Manual,0.32457496136012365
Bmw,4.8,Diesel,145.0,Manual,0.2241112828438949
Bmw,4.6,Diesel,157.0,Manual,0.2426584234930448
Bmw,4.8,Diesel,115.0,Manual,0.1777434312210201
Bmw,4.6,Diesel,270.0,Manual,0.41731066460587324
Bmw,4.8,Diesel,184.0,Manual,0.28438948995363217
Bmw,4.5,Diesel,130.0,Manual,0.2009273570324575
Bmw,5.0,Diesel,115.0,Manual,0.1777434312210201
Bmw,4.8,Diesel,300.0,Manual,0.46367851622874806
Bmw,4.371098041897468,Diesel,177.0,Manual,0.2735703245749614
Bmw,5.0,Diesel,155.0,Manual,0.23956723338485317
Bmw,4.7,Diesel,150.0,Manual,0.23183925811437403
Bmw,4.0,Diesel,226.0,Manual,0.34930448222565685
Bmw,4.9,Diesel,194.0,Manual,0.29984544049459044
Bmw,4.5,Diesel,126.0,Manual,0.1947449768160742
Bmw,4.8,Diesel,142.0,Manual,0.21947449768160743
Bmw,4.7,Diesel,235.0,Manual,0.36321483771251933
Bmw,4.7,Diesel,170.0,Manual,0.26275115919629055
Bmw,4.4,Diesel,200.0,Manual,0.3091190108191654
Bmw,4.2,Diesel,52.0,Manual,0.080370942812983
Bmw,5.0,Diesel,605.0,Manual,0.9350850077279753
Bmw,4.7,Diesel,248.0,Manual,0.38330757341576505
Bmw,4.5,Diesel,190.0,Manual,0.2936630602782071
Bmw,4.7,Diesel,241.0,Manual,0.37248840803709427
Bmw,4.371098041897468,Diesel,270.0,Manual,0.41731066460587324
Bmw,4.6,Diesel,210.0,Manual,0.32457496136012365
Bmw,4.6,Diesel,160.0,Manual,0.2472952086553323
Bmw,4.8,Diesel,475.0,Manual,0.7341576506955177
Bmw,4.371098041897468,Diesel,282.0,Manual,0.43585780525502316
Bmw,4.9,Diesel,184.0,Manual,0.28438948995363217
Bmw,5.0,Diesel,288.0,Manual,0.44513137557959814
Bmw,4.0,Diesel,235.0,Manual,0.36321483771251933
Bmw,4.7,Diesel,116.0,Manual,0.17928902627511592
Bmw,4.7,Diesel,275.0,Manual,0.4250386398763524
Bmw,4.7,Diesel,126.0,Manual,0.1947449768160742
Bmw,4.7,Diesel,282.0,Manual,0.43585780525502316
Bmw,4.6,Diesel,276.0,Manual,0.4265842349304482
Bmw,4.371098041897468,Diesel,104.0,Manual,0.160741885625966
Bmw,4.4,Diesel,148.0,Manual,0.2287480680061824
Bmw,4.8,Diesel,591.0,Manual,0.9134466769706336
Bmw,4.6,Diesel,115.0,Manual,0.1777434312210201
Bmw,4.5,Diesel,228.0,Manual,0.35239567233384855
Bmw,4.6,Diesel,296.0,Manual,0.4574961360123648
Bmw,4.9,Diesel,170.0,Manual,0.26275115919629055
Bmw,5.0,Diesel,306.0,Manual,0.47295208655332305
Bmw,4.371098041897468,Diesel,168.0,Manual,0.2596599690880989
Bmw,4.7,Diesel,142.0,Manual,0.21947449768160743
Bmw,4.8,Diesel,160.0,Manual,0.2472952086553323
Bmw,4.8,Diesel,125.0,Manual,0.19319938176197837
Bmw,4.7,Diesel,115.0,Manual,0.1777434312210201
Bmw,4.6,Diesel,290.0,Manual,0.4482225656877898
Bmw,4.7,Diesel,145.0,Manual,0.2241112828438949
Bmw,4.7,Diesel,320.0,Manual,0.4945904173106646
Bmw,4.9,Diesel,150.0,Manual,0.23183925811437403
Bmw,4.0,Diesel,202.0,Manual,0.312210200927357
Bmw,4.371098041897468,Diesel,138.0,Manual,0.2132921174652241
Bmw,4.8,Diesel,130.0,Manual,0.2009273570324575
Bmw,4.6,Diesel,195.0,Manual,0.30139103554868624
Bmw,5.0,Diesel,195.0,Manual,0.30139103554868624
Bmw,4.371098041897468,Diesel,195.0,Manual,0.30139103554868624
Bmw,4.8,Diesel,195.0,Manual,0.30139103554868624
Buick,4.2,Diesel,194.0,Manual,0.29984544049459044
Buick,4.371098041897468,Diesel,240.0,Manual,0.37094281298299847
Buick,4.371098041897468,Diesel,130.0,Manual,0.2009273570324575
Buick,4.0,Diesel,296.0,Manual,0.4574961360123648
Buick,3.9,Diesel,145.0,Manual,0.2241112828438949
Buick,4.2,Diesel,170.0,Manual,0.26275115919629055
Chevrolet,4.3,Diesel,275.0,Automatic,0.4250386398763524
Chevrolet,4.8,Diesel,165.0,Automatic,0.2550231839258114
Chevrolet,3.6,Diesel,142.0,Automatic,0.21947449768160743
Chevrolet,4.3,Diesel,130.0,Automatic,0.2009273570324575
Chevrolet,4.6,Diesel,295.0,Automatic,0.4559505409582689
Chevrolet,4.3,Diesel,180.0,Automatic,0.2782071097372488
Chevrolet,4.3,Diesel,142.0,Automatic,0.21947449768160743
Chevrolet,4.6,Diesel,125.0,Automatic,0.19319938176197837
Chevrolet,4.8,Diesel,255.0,Automatic,0.3941267387944359
Chevrolet,4.5,Diesel,145.0,Automatic,0.2241112828438949
Chevrolet,3.7,Diesel,142.0,Automatic,0.21947449768160743
Chevrolet,3.6,Diesel,160.0,Automatic,0.2472952086553323
Chevrolet,4.5,Diesel,401.0,Automatic,0.6197836166924265
Chevrolet,4.4,Diesel,270.0,Automatic,0.41731066460587324
Chevrolet,4.6,Diesel,647.0,Automatic,1.0
Chevrolet,3.6,Diesel,260.0,Automatic,0.401854714064915
Chevrolet,4.5,Diesel,157.0,Automatic,0.2426584234930448
Chevrolet,3.6,Diesel,148.0,Automatic,0.2287480680061824
Chevrolet,4.6,Diesel,210.0,Automatic,0.32457496136012365
Chevrolet,4.3,Diesel,335.0,Automatic,0.517774343122102
Chevrolet,4.371098041897468,Diesel,210.0,Automatic,0.32457496136012365
Chevrolet,4.4,Diesel,240.0,Automatic,0.37094281298299847
Chevrolet,4.7,Diesel,310.0,Automatic,0.47913446676970634
Chevrolet,4.7,Diesel,290.0,Automatic,0.4482225656877898
Chevrolet,3.6,Diesel,354.0,Automatic,0.5471406491499228
Chevrolet,4.5,Diesel,210.0,Automatic,0.32457496136012365
Chevrolet,3.7,Diesel,195.0,Automatic,0.30139103554868624
Chevrolet,4.371098041897468,Diesel,322.0,Automatic,0.49768160741885625
Chevrolet,4.6,Diesel,300.0,Automatic,0.46367851622874806
Chevrolet,4.1,Diesel,195.0,Automatic,0.30139103554868624
Chevrolet,4.6,Diesel,301.0,Automatic,0.4652241112828439
Chevrolet,4.2,Diesel,142.0,Automatic,0.21947449768160743
Chevrolet,3.7,Diesel,268.0,Automatic,0.4142194744976816
Chevrolet,4.371098041897468,Diesel,138.0,Automatic,0.2132921174652241
Chevrolet,3.6,Diesel,200.0,Automatic,0.3091190108191654
Chevrolet,3.9,Diesel,130.0,Automatic,0.2009273570324575
Chevrolet,4.1,Diesel,220.0,Automatic,0.3400309119010819
Chevrolet,4.371098041897468,Diesel,142.0,Automatic,0.21947449768160743
Chevrolet,4.8,Diesel,260.0,Automatic,0.401854714064915
Chevrolet,4.2,Diesel,135.0,Automatic,0.20865533230293662
Chevrolet,3.6,Diesel,125.0,Automatic,0.19319938176197837
Chevrolet,4.371098041897468,Diesel,165.0,Automatic,0.2550231839258114
Chevrolet,4.1,Diesel,285.0,Automatic,0.44049459041731065
Chevrolet,4.6,Diesel,190.0,Automatic,0.2936630602782071
Chevrolet,3.4,Diesel,170.0,Automatic,0.26275115919629055
Chevrolet,4.2,Diesel,270.0,Automatic,0.41731066460587324
Chevrolet,4.4,Diesel,230.0,Automatic,0.3554868624420402
Chevrolet,3.9,Diesel,375.0,Automatic,0.5795981452859351
Chevrolet,4.5,Diesel,240.0,Automatic,0.37094281298299847
Chevrolet,4.1,Diesel,110.0,Automatic,0.17001545595054096
Chevrolet,4.7,Diesel,184.0,Automatic,0.28438948995363217
Chevrolet,4.4,Diesel,475.0,Automatic,0.7341576506955177
Chevrolet,4.0,Diesel,260.0,Automatic,0.401854714064915
Chevrolet,3.9,Diesel,290.0,Automatic,0.4482225656877898
